#,NACE,Sector,Activity number,Activity ,Objective,SCC/DNSH,Attributes,Values
194,A2,Forestry,1.3,Forest Management,CCA,SCC,Adaptation solution requirements,Favor nature-based solutions or rely on blue or green infrastructure to the extent possible
195,A2,Forestry,1.3,Forest Management,CCA,SCC,Adaptation solution requirements,"Are consistent with local, sectoral, regional or national adaptation plans and strategies"
196,A2,Forestry,1.3,Forest Management,CCA,SCC,Adaptation solution requirements,Are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met
197,A2,Forestry,1.3,Forest Management,CCA,SCC,Adaptation solution requirements,"Where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity"
198,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest management plan,Forest area is covered by a forest management plan
199,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan criteria,Duration of at least ten years or more
200,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan criteria,Continously updated
201,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,Management goals and constraints
202,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,Strategy and activities to reach management goals
203,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,Forest habitat context
204,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,Public accesses and physical features
205,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,Measures deployed to establish and maintain good conditions and ecosystem
206,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,Consideration of societal issues
207,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,"Assessment of forest related risks (forest fires, etc.)"
208,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,All DNSH criteria related to afforestation
209,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,"Primary management objectives consists of protection of soil and water, conservation of biodiversity or social services"
210,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,Promotes biodiversity-friendly practices that enhance forests' natural processes
211,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,"Includes analysis of: impacts and pressures on habitat conservation and diversity of associated habitats, condition of harvesting minimizing soil impacts and other activities that have an impact on conservation objectives."
212,A2,Forestry,1.4,Conservation forestry contribution to climate mitigation,CCM,SCC,Forest plan contents,"Primary management objectives consists of protection of soil and water, conservation of biodiversity or social services"
213,A2,Forestry,1.4,Forest Management,CCM,SCC,Forest plan criteria,"Forest management system matches the applicable national definition of sustainable forest management, Forest Europe definition or forest sustainablity criteria Article 29(6) of Directive (EU) 2018/2001"
214,A2,Forestry,1.4,Forest Management,CCM,SCC,Activity requirements,No degradation of land with high carbon stock
215,A2,Forestry,1.4,Forest Management,CCM,SCC,Activity requirements,Management system complies with dd. obligation and legality requirements
216,A2,Forestry,1.4,Forest Management,CCM,SCC,Forest plan criteria,Provide for monitoring that ensures correctness of the information
217,A2,Forestry,1.4,Forest Management,CCM,SCC,Activity requirements,Area complies with requirements at forest sourcing area level to ensure carbon stocks and sinks levels are maintained and strengthened
218,A2,Forestry,1.4,Forest Management,CCM,SCC,GHG emissions,Total GHG emissions
219,A2,Forestry,1.4,Forest Management,CCM,SCC,GHG removal,Total GHG removal
220,A2,Forestry,1.4,Forest Management,CCM,SCC,Net balance GHG,"Net balance of GHG is lower than a baseline over a period of 30 years, corresponding to business-as-usual"
221,A2,Forestry,1.4,Forest Management,CCM,SCC,Activity requirement,Long-term benefits are demonstrated by proof of alignment
222,A2,Forestry,1.4,Forest Management,CCM,SCC,Long-term (100 years or lifecycle) net balance of GHG emisssions,Long-term average net GHG balance
223,A2,Forestry,1.4,Forest Management,CCM,SCC,Long-term (100 years or lifecycle) net balance of GHG emisssions,Long-term net balance of GHG emissions are lower than the baseline
224,A2,Forestry,1.4,Forest Management,CCM,SCC,Calculation of climate benefit criteria,Analysis complient with guidelines
225,A2,Forestry,1.4,Forest Management,CCM,SCC,Calculation of climate benefit criteria,Specific calculaton criterias
226,A2,Forestry,1.4,Forest Management,CCM,SCC,Business-as-usual information,Business-as-usual practices are the management practices as documented in the latest version of the forest management plan or equivalent
227,A2,Forestry,1.4,Forest Management,CCM,SCC,Business-as-usual information,Business-as-usual practicesis the most recent business-as-usual before start of activity
228,A2,Forestry,1.4,Forest Management,CCM,SCC,Business-as-usual information,Practices corresponding to a management ensuring carbon stocks and sinks levels are maintained or strengthened
229,A2,Forestry,1.4,Forest Management,CCM,SCC,Forest holding size,Size of forest holding
230,A2,Forestry,1.4,Forest Management,CCM,SCC,Forest holding size,Forest holding area is under 13ha
231,A2,Forestry,1.4,Forest Management,CCM,SCC,Forest status of the area,"Classified in the permanent forest estate, classified as a protected area, or is subject to a guarantee ensuring it will remain a forest"
232,A2,Forestry,1.4,Forest Management,CCM,SCC,Activity operator requirements,Operator commits that future updates will conture to seek the climate benefits determined in point 2
233,A2,Forestry,1.4,Forest Management,CCM,SCC,Activity operator requirements,Operator commits to compensate any reduction in the climate benefit determined in point 2.
234,A2,Forestry,1.4,Forest Management,CCM,SCC,Start date,Start date of activity
235,A2,Forestry,1.4,Forest Management,CCM,SCC,Third party validation,Within two years after the start date of the activity and every 10 years thereafter
236,A2,Forestry,1.4,Forest Management,CCM,SCC,Verification subjects,"Relevant national competent authorities, or independent third-party certifier"
237,A2,Forestry,1.4,Forest Management,CCM,SCC,Compliance assessment,Compliance with ssc and dnsh criteria may be checked at the level of the forest sourcing area
238,A2,Forestry,1.4,Forest Management,CCM,SCC,Compliance assessment,Compliance with ssc and dnsh criteria may be checked at the level of a group of holdings sufficiently homogeneous to evaluate the risk of the sustainability of the forest activity
239,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Climate adaptation,Appendix A
240,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Water,Appendix B
241,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Circular Economy,The silvicultural change induced by the activity on the area covered by the activity is not likely to result in a significant reduction of sustainable supply of primary forest biomass suitable for the manufacturing of wood products with long-term circularity potential.
242,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Pollution prevention,The activity does not use pesticides or fertilisers
243,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Pollution prevention,Documented and verifiable measures to avoid use of specific ingredients
244,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Pollution prevention,Prevention of pollution of water and soil
245,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Biodiversity,"In areas designated for conservation or protection, activity is in accordance with conservation objectives"
246,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Biodiversity,"No conversion of habitats specifically sensitive to biodiversity loss or high conservation value, or of areas set aside for restoration of such habitats"
247,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Biodiversity,Afforestation or forest management plans information on DNSH include provisions for maintaining and possibly enhancing biodiversity
248,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Biodiversity,Afforestation or forest management plans information on DNSH includes ensuring good conseration status of habitat and species
249,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Biodiversity,Afforestation or forest management plans information on DNSH includesexcluding the use or release of invasive alien species
250,A2,Forestry,1.4,Forest Management,CCM/CCA,DNSH,Biodiversity,Afforestation or forest management plans information on DNSH includes excluding the use of non-native species unless certain favorable criteria are met
251,A2,Forestry,1.4,Forest Management,CCA,SCC,Activity Requirements,The economic activity has implemented physical and non-physical solutions that substantially reduce the most important physical climate risks
252,A2,Forestry,1.4,Forest Management,CCA,SCC,Climate risk assessment criteria,Identification of physical climate risks material to the activity has been conducted on the basis of Appendix A
