Reporting/Assessment Type,NACE,Applicable Sector,Activity,Objective,Attributes,Values
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building deisgn and construction techniques,Specific criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Appendix C,Building components and materials
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Pollution of building components and materials,"Emit less than 0,06 mg of formaldehyde per m³ of material or component"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Pollution of building components and materials,"Emit less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction location,Potentially contaminated site (brownfield site) or not
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction investigation,Investigation for potential contaminants
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Specific requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Appendix D,
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction location,Specific land-location requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy demand (PED),PED do not exceed the thershold in nearly zero-energy building
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,EPC,Energy performane certification
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building type,Residential building or not
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water appliances,Water appliance installation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water appliances,Specified water use attest
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water appliances,Technical specifications
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste rycycling,"At least 70 % of the waste genereted on the construction site is prepared for reuse, recycling and other material recovery"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste generation,Limit waste generation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste handling,Specific criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building deisgn and construction techniques,Specific criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Appendix C,Building components and materials
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Pollution of building components and materials,"Emit less than 0,06 mg of formaldehyde per m³ of material or component"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Pollution of building components and materials,"Emit less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Specific construction or maintenance works requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Appendix C,Building components and materials
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Thermal insulation,Specific requirements for adding thermal insulation to an existing building envelop
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building year,Built before/after 31. dec 2020
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,EPC,Energy performane certification
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building ranking,Within the top 30% of the national or regional building stock expressed as operational Primary Energy Demand (PED)
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy demand (PED),PED do not exceed the thershold in nearly zero-energy building
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Expected practices,Practices for energy management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Global warming potential (GWP) ,Global warming potential (GWP) of refrigerants 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third party verification,verified by third party every three years
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ICT solution,GHG emission reductions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ICT solution,GHG emission savings 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third party verification,verified by third party every three years
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment requirements,Equipment complies with Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment requirements,Equipment does not contain restricted substances
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,Ensures maximal recycling 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment requirements,Specific equipment requirements for its end of life
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Expected practices,Maximum value of 5 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment requirements,Equipment complies with Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment requirements,Equipment does not contain restricted substances
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,Ensures maximal recycling 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment requirements,Specific equipment requirements for its end of life
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"Activity researches, develops or provides information for technologies, products or other dedicated to activities with criteria in this Annex","Research, development or provide information for other criteria"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Results of research enable criteria for substantial contribution for climate change mitigation,Enabling climate change mitigation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity aims at brining solution to market not yet in the market with better life-cycle GHG emission,Improves life-cycle GHG emissions of best available
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"Enabling or transitional activities, focusing on equally low- or lower-emission tech or other advantage",Continual Improvement
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"When reserach is dedicated to economic activities, results enable reduction of GHG emissions or substantially improve technological or economic feasibility",Enabling reduction of GHG-emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity is dedicated to transitional activities,Transitional activity
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"Dedicated to activities in manufacturing, enabling activity to lower emission or dedicated to accepted low carbon technologies","Manufacturing, lower emission or other low-carbon tech"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start Date,Start Date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,TRL 6 or 7,TRL level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"Patent not older than 10 years, including emission reduction potential",Patent
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Permit from authority for operating demonstration site,Permit
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,TRL 8 or higher,TRL level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life-cycle GHG emissions are calculated as recommended,Calculation criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life-cycle GHG emissions are calculated as recommended,ISO 14067 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life-cycle GHG emissions are calculated as recommended,ISO14064 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Calculations are verified by third party,Third party verification
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity dedicated to the direct air capture of CO2 in the atmosphere,dedicated to the direct air capture of CO2 in the atmosphere
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Implementation of solution has potential to result in net GHG emission reduction,Potential net emission reduction
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,TRL Level 1 to 7,TRL level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"Patent not older than 10 years, including emission reduction potential",Patent
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Permit from authority for operating demonstration site,Permit
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life-cycle GHG emissions are calculated as recommended,Calculation criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life-cycle GHG emissions are calculated as recommended,ISO 14067 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life-cycle GHG emissions are calculated as recommended,ISO14064 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Calculations are verified by third party,Third party verification
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity for improvement of energy performance buildings,Techincal consultation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity for improvement of energy performance buildings,Audit or performance assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity for improvement of energy performance buildings,Energy management service
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity for improvement of energy performance buildings,Energy performance contracts
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity for improvement of energy performance buildings,Energy services provided by ESCOs
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Status of bodies of water,potential risk to the status of bodies of water
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Risk to the circular economy,Assessment of potential risk to the circular economy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission of pollutants ,"Increase of emission to air, water or land"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Resilience or conservation,Resilience of ecosystem or the conservation status of habitats and species
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life-cycle GHG emissions,Life-cycle GHG emissions from the research product do not undermine GHG mitigation objectives
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Status of bodies of water,potential risk to the status of bodies of water
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Risk to the circular economy,Assessment of potential risk to the circular economy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission of pollutants ,"Increase of emission to air, water or land"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Resilience or conservation,Resilience of ecosystem or the conservation status of habitats and species
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Modelling techniques,State-of-the-art modelling techniques
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Insurance type,Insurance type 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Disclosure of climate-related perils,Disclosure of climate-related perils
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Climate risk event,Climate risk event
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Insurance conditions,Condition for the insurance coverage of risk
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Coverage offer,Offer coverage for climate-related perils
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Specific risk transfer solution,Specific risk transfer solution
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Data sharing of activites,Data sharing of insurer's activities
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Standards for claims,High handling standards for claims
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Modelling techniques,State-of-the-art modelling techniques
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Disclosure of climate-related perils,Disclosure of climate-related perils
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Compliance Criteria,Complies with one or more of criterias
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Coverage offer,Offer coverage for climate-related perils
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Specific risk transfer solution,Specific risk transfer solution
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Data sharing of activites,Data sharing of insurer's activities
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Standards for claims,High handling standards for claims
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,No insurance of processes or assets dedicated to fossil fuels,No insurance of processes or assets dedicated to fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Insurance ,"Extraction, storage, transport or manufacture of fossil fuels or insurance of vehicles, property"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Reinsurance does not cover cession of processes or assets dedicated to fossil fuels,
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Insurance,Cession of insurance of vehicles
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Adaptation solution,Implemented physical and non-physical solutions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Physical climate risks,Identified the most important physical climate risks 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Climate risk and vulnerability assessment,Specific assessment criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Climate risk and vulnerability assessment,"Proportionate assessment, in relation to activity and expected lifespan"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Climate projections and assessment of impacts,Based on best practice and available guidance
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Adaption solution,Do not affect others adaption efforts
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Adaption solution,Favour nature-based solutions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Adaption solution,Rely on blue or green infrastructure
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Adaption solution,"Consistent with local, sectoral, regional or national adaption plans and strategies"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Adaption solution,Monitored and measured
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Physical adaption solution,Complies with technical screening criteria and DNSH crieria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Enabling activity,"Increasing the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Enabling activity,"Adaptation efforts of other people, of nature, of cultural heritage, of assets and of other economic activities"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,Ensures the safe and environmentally-sound handling of hazardous waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,Ensures maximal re-use or recycling of non-hazardous waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Increasing resilience to physical climate risks
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Contributing to adaption efforts
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Increasing resilience to physical climate risks
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Contributing to adaption efforts
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Increasing resilience to physical climate risks
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Contributing to adaption efforts
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Total gross carrying amount ,Total gross carrying amount
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Main Party type,"Financial corporation
"
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Main Party type,Non-financial corporations
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Main Party type,Households
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Main Party type,Local government financing
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Financial corporation type,"Credit institutions
"
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Financial corporation type,Other financial corporations
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Other financial corporation type,Investment firms
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Other financial corporation type,Management companies
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Other financial corporation type,Insurance undertakings
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Instrument type / Product,Loans and advances
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Instrument type / Product,Debt securites
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Instrument type / Product,Equity instruments
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Mortgage,Mortgage Flag
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Renovation loans,Renovation Loan Flag
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Vehicle loans,Vehicle Loan Flag
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Local Goverment financing,Collateral of real estate
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Local Goverment financing,"
Other"
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Other Assets not covered for GAR,Sovereings
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Other Assets not covered for GAR,Central banks exposure
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Other Assets not covered for GAR,Trading book
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Other Assets not covered for GAR,NACE code
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Eligibility KPI,Eligibility KPI - Turnover
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Eligibility KPI,Eligibility KPI - CapEx
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Eligibility KPI,Eligibility KPI - OpEx
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Reported activity by counterparty,Reported activity by counterparty
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Mitigation Flag,"Taxonomy Eligible Flag CCM
"
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Mitigation Flag,Taxonomy Aligned Flag CCM
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Mitigation Flag,Transitional Activity Flag CCM
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Mitigation Flag,Enabling Activity Flag CCM
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Adaption Flag,"Taxonomy Eligible Flag CCA
"
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Adaption Flag,Taxonomy Aligned Flag CCA
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Adaption Flag,Transitional Activity Flag CCA
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Adaption Flag,Enabling Activity Flag CCA 
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Assets excluded from the numerator for GAR,NFC-not subject to NFRD
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Assets excluded from the numerator for GAR,Non-EU counterparty not subject to NFRD
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Mitigation Flag,Special lending Flag CCM
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Climate Change Adaption Flag,Special lending Flag CCA
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Assets excluded from the numerator for GAR,Derivatives
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Assets excluded from the numerator for GAR,On demand interbank loans
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Assets excluded from the numerator for GAR,Cash
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Assets excluded from the numerator for GAR,Other assets
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Off balance,Financial guarantees backing loans and advances and other debt instruments (FinGuar KPI) 
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Off balance,Assets under management (AuM KPI): Debt securites
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Off balance,Assets under management (AuM KPI): Equity instruments
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Fees and commission (service other than lending) , Services towards financial corporation
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Fees and commission (service other than lending) ,"NFC 
"
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Fees and commission (service other than lending) ,counterparties not subject to NFRD disclosure obligations
EU Taxonomy Reporting,N/A,N/A,N/A,N/A,Assets held for trading,Assets held for trading - Flag
Pillar 3,N/A,N/A,N/A,N/A,Sector Classification,NACE Code
Pillar 3,N/A,N/A,N/A,N/A,Gross carrying amount,Gross carrying amount
Pillar 3,N/A,N/A,N/A,N/A,Exposures towards companies excluded from EU Paris-aligned Benchmarks,Excluded from EU Paris Alignment Benchmark Flagged
Pillar 3,N/A,N/A,N/A,N/A,Environmentally sustainable (CCM) exposure,CCM Flagged
Pillar 3,N/A,N/A,N/A,N/A,Stage 2 exposures,PD Stage 2
Pillar 3,N/A,N/A,N/A,N/A,non-performing exposures,Gross carrying amount
Pillar 3,N/A,N/A,N/A,N/A,"Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions",Gross carrying amount
Pillar 3,N/A,N/A,N/A,N/A,"GHG financed emission (scope 1, scope 2 and scope 3 emission of the counterparty)",TCO2
Pillar 3,N/A,N/A,N/A,N/A,Scope 3 financed emission,Scope 3 financed emission flag
Pillar 3,N/A,N/A,N/A,N/A,GHG emission gross carrying amount from company specific reporting,GHG emission gross carrying amount from company specific reporting flag
Pillar 3,N/A,N/A,N/A,N/A,Maturity type,Year of Maturity
Pillar 3,N/A,N/A,N/A,N/A,Loans collateralised: commercial immovable property information,Commerical Immovable property flag
Pillar 3,N/A,N/A,N/A,N/A,Loans collateralised: Residential immovable property,Residential immovable property flag
Pillar 3,N/A,N/A,N/A,N/A,Collateral obtained by taking posessions,Collateral obtain by taking posessions flag
Pillar 3,N/A,N/A,N/A,N/A,"Location (Country) of CRE, RRE and repossessed CRE/RRE",EU flag
Pillar 3,N/A,N/A,N/A,N/A,Level of energy efficiency (EP score) ,EP score in kWh/m2 of collateral
Pillar 3,N/A,N/A,N/A,N/A,EPC label ,level of energy efficiency (label)
Pillar 3,N/A,N/A,N/A,N/A,Estimated EP score,level of estimated energy score
Pillar 3,N/A,N/A,N/A,N/A,Without EPC label Collateral ,EPC label flag
Pillar 3,N/A,N/A,N/A,N/A,Average tonnes of CO2 per passenger-km ,TCO2/km
Pillar 3,N/A,N/A,N/A,N/A,Average share gCO₂/MJ ,gCO2/MJ
Pillar 3,N/A,N/A,N/A,N/A,Average share of high carbon technologies ICE per sector,average share ICE per sector
Pillar 3,N/A,N/A,N/A,N/A,Average tonnes of CO2 per MWh,TCO2/MWh
Pillar 3,N/A,N/A,N/A,N/A,"Average share of high carbon technologies (oil, gas, coal)","average share of high carbon technologies value (oil, gas, coal)"
Pillar 3,N/A,N/A,N/A,N/A,Average tons of CO2 per GJ.,TCO2/GJ
Pillar 3,N/A,N/A,N/A,N/A,Average tons of CO2 per tonne of output for manufacturers,TCO2 
Pillar 3,N/A,N/A,N/A,N/A,Average share of sustainable aviation fuels,average share
Pillar 3,N/A,N/A,N/A,N/A,Distance to IEA NZE2050,Distance in % for each metric
Pillar 3,N/A,N/A,N/A,N/A,Target (+3years) for distance to IEA,Target value
Pillar 3,N/A,N/A,N/A,N/A,Exposures to Top 20 carbon emitting companies,Aggregated Gross carrying amount
Pillar 3,N/A,N/A,N/A,N/A,Top20 poluter firm,Top20 poluter firm flag
Pillar 3,N/A,N/A,N/A,N/A,Geographical area subject to climate change acute events,Geographical area subject to climate change acute events flag
Pillar 3,N/A,N/A,N/A,N/A,Geographical area subject to climate change chronic events,Geographical area subject to climate change chronic events flag
Pillar 3,N/A,N/A,N/A,N/A,Geographical area subject to impact from climate change physical events,Chronic or Acute Flag
Pillar 3,N/A,N/A,N/A,N/A,Exposures prone to impact from chronic climate change events,exposures prone to impact from chronic climate change events flag
Pillar 3,N/A,N/A,N/A,N/A,Exposures prone to impact from acute climate change events,exposures prone to impact from acute climate change events flag
Pillar 3,N/A,N/A,N/A,N/A,Exposures prone to impact from acute and Chronic climate change events,exposures prone to impact from acute and chronic climate change events flag
Pillar 3,N/A,N/A,N/A,N/A,GAR stock,GAR stock value
Pillar 3,N/A,N/A,N/A,N/A,GAR flow,GAR flow value
Pillar 3,N/A,N/A,N/A,N/A,Climate Change Mitigation Objective,CCM Flag
Pillar 3,N/A,N/A,N/A,N/A,Climate Change Adoptation Objective,CCA Flag
Pillar 3,N/A,N/A,N/A,N/A,"Non-EU labeled Green bonds (e.g., sustainable, sustainability-linked,…)",Non-EU labeled Green bond flag
Pillar 3,N/A,N/A,N/A,N/A,"Non-EU labeled Green loans (e.g., sustainable, sustainability-linked,…)",Non-EU labeled Green loan flag
Pillar 3,N/A,N/A,N/A,N/A,Mitigated transition risk,Mitigated transition risk type
Pillar 3,N/A,N/A,N/A,N/A,Mitigated physical risk,Mitigated physical risk type
Pillar 3,N/A,N/A,N/A,N/A,Qualitative information on the nature of the mitigating actions,Text on the nature of the mitigation actions
